eid,neurons,frames,R2,r
862ade13-53cd-4221-a3fa-dda8643641f2,29,432612,-0.00476059241336757,0.00314297945444102
f9860a11-24d3-452e-ab95-39e199f20a93,59,350980,0.5010849543283538,0.7081752898101709
4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,298,240258,0.4703481135675581,0.688362751039716
6f09ba7e-e3ce-44b0-932b-c003fb44fb89,162,346349,0.45771916541042734,0.6806299001784321
6fb1e12c-883b-46d1-a745-473cde3232c8,158,257551,0.5016379772857469,0.7595656986526818
88d24c31-52e4-49cc-9f32-6adbeb9eba87,165,260616,0.24542155469612048,0.6944331245057759
c6db3304-c906-400c-aa0f-45dd3945b2ea,102,311652,0.29115738455181617,0.5968131884430903
f3ce3197-d534-4618-bf81-b687555d1883,93,381428,0.16492516738201046,0.4996135947628124
875c1e5c-f7ec-45ac-ab82-ecfe7276a707,47,327143,-0.17860861717741106,0.07495194004506221
dac3a4c1-b666-4de0-87e8-8c514483cacf,62,264704,0.08547629757965658,0.3790744759318477
